,comments,dateStamp
721,this is insanity . . giving therapy . then calling it a vaccine,2021-05-19T02:24:41Z
722,off with there ' s not enough data and testing for w / minuscule and covid spread to yeah ... I am my 13yr old make the decision and will be live streaming her . No wonder many are still confused .,2021-05-18T23:59:27Z
723,Nice basic explanation of something I am grappling with . The way I read this video is that the for are not worth the long term risk for their health . Thank you !!!!!!,2021-05-18T14:38:23Z
724,Its a really interesting argument no one had been talking about . Great argument 👍🏽,2021-05-18T13:59:16Z
725,"On 12 , 1955 , every newspaper and set jubilantly that ' s polio vaccine was a success . Just three , during the worst polio outbreak in U . S . history , 57 , 000 people were infected , 21 , 000 were and 3 , 145 , from the vaccine most of them and yes once again this is what you call a piece of nothing but a lame - ass actor",2021-05-18T11:10:56Z
726,"I am a 66 year old grandmother of 8 . I will do what I need to to feel safe . do not need to be shot to protect me . Leave them alone , they do not need to be for my sake 🌍🕰️💉⚰️",2021-05-18T08:35:11Z
727,"Do not take the vaccine or give the vaccine to your . Those who take the vaccine have the image of God within them . They will be unable to inherit the kingdom of heaven . Please reject the vaccine , and seek before He . Very soon God will rapture His people , and the innocent of the world . They will spend eternity in the kingdom of heaven .. Those left behind will have to die for their faith in . This is the end , everything written in the book of revelation will be .",2021-05-18T04:58:15Z
728,You won a lot of from me today for taking a more view on this then you have on your other .,2021-05-18T01:31:03Z
729,A trial on is not the same on . You need to shut the f up,2021-05-18T00:43:12Z
730,"You make a lot of sense , except for that one blip about equity . Also , why "" community immunity "" instead of "" herd immunity ""??",2021-05-17T21:43:13Z
731,"My stepson is 21 , got the . He among his tribe at college , and he got poked to protect his 82 year old grandmother and grandfather .... who have also been . I ' already seen of people who contracted the virus but did not become deathly ill ... but to transmit it . The less viral load risk around my in - , the better . After a year of no , I need them to be able to physically reconnect with their , who they have terribly . Appreciate the approach . We went through a similar calculus when we to boy about his real risk of the disease / potential for loss of time in class and man flu without him a parent nearby to attend to that man flu .",2021-05-17T19:13:37Z
732,My is going to get me today … I ’ m so right now . Needles are my biggest fear and I also have bad anxiety so i keep thinking the needle will hit my bone or snap in my arm …,2021-05-17T13:26:07Z
733,Z DOG OF BIG IS TRYING REVERSE PSYCHOLOGY .. TRY HARDER OF BIG 💰💰🌐☣💉🧬🤣🤣🤣🤣🤣🤣🤣,2021-05-17T11:28:28Z
734,Thank you so much !,2021-05-17T03:41:48Z
735,knock you on your .. are non stop .. Bury yourself under 🥶 Those who have sore or be prepared like hell . I wish I took @,2021-05-16T21:53:54Z
736,"POP : Protect Other People . Vaccination for COVID is firstly about protecting yourself . Once fully , you are at 99 %+ protection level against COVID to other people , better still if you wear in public . Why would you do this ? Firstly , to protect yourself . Secondly , Protect Other People . We live in a society . Responsible society act responsibly , which with self - care first , e . g . making sure you are not a "" germ bomb "" spreading disease when in public . Secondly , acting responsibly towards your fellow . The gray area : People who don ' t get . Once there are 30M / 50M / 100M + ( there now ?), and people are not dying off in because of the vaccine , the evidence is pretty clear : the are safe . The vaccine - hesitant crowd have made a , emotion - based decision , and may suffer the of that decision . Their choice , not mine . So long as these people are not up the health care system , people with real life - threatening / from getting space , that is their choice to roll the dice and possibly die because of their decision .",2021-05-16T16:25:06Z
737,"Yes ! Send the shot to and other that need it for the older people and that really need it . We don ’ t need to use everything , we are a part of the whole world .",2021-05-16T15:47:23Z
738,Why would anyone give that to a ?,2021-05-16T15:38:32Z
739,"Covid become as we look at younger people , but vaccine remain just as high . unnecessary medication is malpractice and in some can be criminal .",2021-05-16T15:37:44Z
740,We were told for an entire year that don ’ t get it and if they do they have little to no and that they don ’ t carry enough viral load to be efficient of the disease . and and criminal history . never brought a successful vaccine to market before . No thank you .,2021-05-16T15:35:10Z
741,"Unless each test subject from both is exposed to itself how can they tout 100 % efficacy . We don ’ t know how many in each group were actually exposed , only how many ended up getting it just being out and about .",2021-05-16T15:29:33Z
742,"The to expand the Emergency Use Authorization ( ) for ’ s COVID - 19 vaccine to enroll , 12 - 15 . around the world have noted extreme danger and believe due to their immune . There are now over 4 , 100 associated with the experimental COVID vaccine . By comparison , an experimental vaccine in the in 1976 was permanently after just 25 !",2021-05-16T14:23:48Z
743,GO TO .,2021-05-16T12:19:18Z
744,THIS IS NO FOR AND THE ARE LYING TO US,2021-05-16T12:18:20Z
745,GOOD LUCK TO THE PEOPLE WHO GOT THE JAB NO NO MASK LIVE FREE OR DIE,2021-05-16T12:15:43Z
746,DO NOT GIVE YOUR THE INJECTION,2021-05-16T12:13:31Z
747,Sounding like joe rogan now be careful buddy 😎,2021-05-16T11:55:14Z
748,exist and will be included in future if you sign yourself up to for life with you freedom pass on your hand,2021-05-16T11:54:17Z
749,"Traveling is an important thing depending on where you live . Like if you get covid you are sent to a field hospital or into even if you have no . Other around the world , like are looking at making it easier , like no need to do testing and so on . So there might be a case , but that that everyone it ' s own and needs .",2021-05-16T11:46:10Z
750,You are talking total sense now . Thank you ...,2021-05-16T05:58:46Z
751,"I agree with this doctor up until he about his 13yo make a decision based on hopefully missing school and being able to have a vacation without it possibly being ruined by getting covid , or feeling guilty for inadvertently someone who had the vaccine but it was ineffective . a living in for 10years with my 4 and can I just say there are literally of other that will potentially ruin your vacation . Food borne illness being a major reason . As well , we have never stopped living normally to avoid accidently hurting someone else . Driving ? I really his logic and reasoning on who to give to otherwise . It absolutely no sense to vaccinate with an emergency - only vaccine , when there are still millions of vulnerable out there .... 3rd world .",2021-05-16T05:52:06Z
752,Don ' t forget to to mention the lab used for research all in 2 of shot . Most within a year .,2021-05-16T04:13:26Z
753,"Agreed the ' t well known enough to vaccinate with them and they ' re naturally more , but the virus is towards younger now .",2021-05-16T03:58:27Z
754,"I don ’ t know 😕 the second dose I took 23 my butt and my arm still to this day 🥺 . I don ’ t want my son to go through the same pain , I want to go back to normal but I don ’ t want to hurt my son .",2021-05-16T03:52:37Z
755,Another murderous doctor to from . You are lying about and to . Nearly 4k and 190k . Probably at least 10 times those at least . You will be responsible .,2021-05-16T02:19:32Z
756,"Not sure that being unaffected is still true . In our area we ' had a big rise in in with COVID . In as well , although I think those had underlying . And a lot of with long COVID , where later they ' re still getting out of breath easily . So far vaccine to be safe among and 16 + y . o . s . Test group complete safety among 12 to 15 y . o . s . So far the of the vaccine are drastically higher than any risk .",2021-05-16T00:53:43Z
757,What are your on ? Are they at high risk from unvaccinated ? Should new be wary about them around those unvaccinated ?,2021-05-16T00:14:50Z
758,Thanks . One of the most balanced I have on this subject . Keep up the good work .,2021-05-15T21:54:17Z
759,Finally starting to counter some of the crazy we ’ been subjected to .. nice 👍,2021-05-15T21:00:10Z
760,Ugh .,2021-05-15T19:55:03Z
761,"Thank you for the clear information . We will probably get our 12 , 13 , and 15 year when it comes to our area .",2021-05-15T19:50:56Z
762,"In Canada , we ' had to shut because of Covid out . Total number of with Covid , in the city of public school system since the beginning of the outbreak as of May 13 / 21 is 393 . Source : . ca",2021-05-15T19:39:09Z
763,"Have you hear of ? He had an immunologist professor Emeritus from on for an interview . And both of them feel that with each wave and each mutation we get the virus becomes less harmful , yes more infectious but less harmful . What are you thought ?",2021-05-15T19:26:44Z
764,Do you have any idea about SM102 gel in vaccine,2021-05-15T18:26:41Z
765,I ' m going this afternoon to get my shot very nervous cause I ' m allergic to allergy and I ' m diabetic,2021-05-15T17:52:36Z
766,"Hey Z ! Could you comment some coming out concerning the effect on the immune system , would appreciate it 🙏 Quote : “ Interestingly , however , the BNT162b2 vaccine also the production of inflammatory by innate immune upon stimulation with both specific ( - - 2 ) and non - specific ( viral , fungal and bacterial ) stimuli . The response of innate immune to TLR4 and TLR7 / 8 was lower after BNT162b2 vaccination , while fungi - induced were . In conclusion , the BNT162b2 vaccine complex functional of innate immune , which should be considered in the development and use of this new class of .”",2021-05-15T16:52:52Z
767,". : You will note that in the trial with , there were no of severe disease in the placebo group . It would be helpful now if you could pressure the and to disclose the data for the in on placebo who experienced mild or moderate of Covid . We need patient - level data : that specific symptom or group of experienced by each such that he or she then a case against the . Then we can compare that measure of illness against the side effects of the vaccine . Also we need to know the of Covid - like that turned out negative on testing . ( In the trial of , this number was 20 times greater than that of people with Covid - like who tested positive . Then we can know to what extent the vaccine reduced illness overall .",2021-05-15T16:50:47Z
768,Keep that poison away from your,2021-05-13T00:02:06Z
769,LEAVE OUR ALONE SATAN .,2021-05-12T23:27:02Z
770,There ’ s no way in Hell I would allow any of these “ elite endorsed media ” near my !,2021-05-12T23:23:31Z
771,Do not open the door to disaster . Please save from insanity of .,2021-05-12T23:18:57Z
772,don ' t do it don ' t vaccinate your they don ' t need to be they do not die of the covid 5 get it and don ' t ever even realize they ever had it . these are experimental we don ' t know the harm in the long run it will cause our,2021-05-12T22:24:42Z
773,F your vaccine !! Stay AWAY from our . talk about the # STOLEN ELECTION 10 FAKE NEWS !?,2021-05-12T21:59:49Z
774,"Oh ! Identification is important on this matter . But when it comes to voting , identification is racist , or unconstitutional . What a joke",2021-05-12T21:48:46Z
775,"Everyone with the , Covid19 , genocide vaccine needs to be tried & executed for against .",2021-05-17T12:41:23Z
776,,2021-05-13T04:38:43Z
777,"we are the virus . It ' s amazing . Statistics today would say , yeah right . 841 dead today . 841 dead today in the US . You really the virus in the US . Great job . Keep up those 800 dead people days from the virus you . Yes , I agree that it was worse during certain before , but it ' s far from over , and the news like it ' s over . . It ' s done . 841 dead , and many , many infected each and every day does not mean you the virus . Also , there are a lot of people today that would not even do a test because they have so much news that is saying it ' s over with , so why would they ever do a test . So , the could easily look lower because they ' t sending them in . I at this week , and I see the weekly sent in for a month . Two of the days , you are how many people have on only 40 , 000 people out of which 13 million people . It ' s like the other president said . You can pretend that ' t exist for people not to be tested at all . The only way you know anything is if they are so severe that they need to go to a hospital . Not everyone obviously that severe that they need a hospital , but they still might have it . The 66 . monster energy of those in Corona , is still around , and people are still in love with the opposite of . If you want to the virus to leave , bring the world more to everything at amusement , , music , and . Don ' t support that have to do with the opposite of such as the fest , or the restaurant , or don ' t ride the , don ' t go on dare dive , or tell them to get rid of at least the Giant Drop sign that the opposite of in at six , and tell them to take a bunch of these out of the . Stand up to with their 66 . in their . Tell them to take out opposite of like all of their , and the tower of terror opposite of in that ride . Instead , people are for the darkness ( the opposite of ), and you have this virus . Remember , on a cross , and he for all of you . Just like the , ' t breathe as the oxygen left his on that cross . So , turn to . . will get rid of this virus if you turn to him , and not a president , not a governor , not the opposite of , . All of these opposite of will fall eventually , and people will wonder how the mighty and strong that were the world like , universal , are no more ; and that ' s the real reason why they eventually die altogether . Instead , people will just make for them , and say it ' s because the just ' t good . It ' s all . You can ' t win against in the end . You might think you can , but you can ' t . If you look at Six Great for instance , they as one company which was . They built that evil trash roller coaster ( the de roller coaster ), and that company is no longer in the amusement park business . They do . Than , they maybe 3 more times , and they did file for bankruptcy , but they are lucky to still be around . Now , that company is trying to be more adult , drunk fest and a ride based on alcohol , and being for the opposite of . Good luck to that company . They will need it badly because they are going in the wrong direction 100 . One of the ride in new jersey is devoted the opposite of . Their last ride in new jersey devoted to the opposite of had a lawsuit , and they had to take it out of park , and send it another country to hide that the ride had a lawsuit . It ' s a ring of fire / fireball . The company that that ride the drunken ride at Great the . It ' s a just a ring of fire / fireball ride . Glory and praise to you Lord King of all . We have to stand up for even when the rest of the world the opposite of . , and . If you want the virus gone , stand up for . Stand up against that go against . The US and the world are really doing a terrible job standing for . They are doing absolutely nothing , and it ' s just getting worse and worse . So , enjoy your virus I guess since you people won ' t stand up for , and do everything you can to be against . Only in it ' s your job to worship the economy , and the opposite of . Remember , you have to spend more and more money so the can make millions while at the same time try to get rid of you , so they can save on . Remember , the economy will make you feel good for about 2 , and than you will feel horrible again , but since you to buy , buy , buy and go in debt , do it .",2021-05-13T02:50:35Z
778,History itself .,2021-05-13T02:23:23Z
779,Yuck,2021-05-12T23:59:01Z
780,"DO NOT GET THE VACCINE . My aunt is dying from the vaccine . She had a brain clot , and she got the vaccine four days ago . Don ’ t believe me ? Millions of other people who got the vaccine are dying / dead from brain . The vaccine is dangerous . I believe that the vaccine was by the , as one of the main people who make the vaccine is a freemason . Please , please don ’ t get the vaccine . I may lose my aunt because of it . Some people may think that I ’ m a crazy troll or a person that ’ t know the truth . But the fact is that many other people don ’ t see the truth .",2021-05-12T23:41:36Z
781,"The ! Who !!! WHY are people listening to this corrupt private organization ?!!! It ' s all about money , politics and control . They don ' t care about you or your .",2021-05-12T23:33:36Z
782,Bad Idea .,2021-05-12T22:51:33Z
783,Genocide .,2021-05-12T22:25:33Z
784,"It ' s not the vaccine that ' s keeping from going "" safely "" back to camp . It ' s you .",2021-05-12T22:03:00Z
785,Dont do it,2021-05-12T21:48:22Z
786,"Over 4 , 000 people In the US alone have after taking the so vaccine In 4 could some please name any other product that would be to continue with record like that ? And now your going to give to ? Just disgusting",2021-05-12T21:47:17Z
787,criminal history .,2021-05-12T21:45:04Z
788,"😊... the CRIMINAL PHARMACEUTICAL CABAL the ... lock , stock and barrel 😊. They say whatever they are TOLD to say 😆... or else ...",2021-05-12T21:41:46Z
789,Trump made it possible to get the vaccine . Not the .,2021-05-17T17:18:00Z
790,Got the vaccine today 😘,2021-05-15T20:41:58Z
791,Many will blood sacrifice their to this vaccine .,2021-05-15T00:38:26Z
792,and The mala did inauguration while in the middle of a bloody deadly voter fraud crime scene in front of a empty field of and they got Babbitt blood all over the house and Senate and the place after they through the blood of a United Air Force vet on 6th to certify a late fraud vote for,2021-05-14T16:05:11Z
793,The put out test to the public and so how in could we trust them ever again and they ' re starting to sound like a germ warfare terrorist organization trying to hold the population hostage and the are the biggest threat to civilization,2021-05-14T16:03:56Z
794,if you took the vaccine shot you should continue to wear your mask or 2 until we can figure out what the vaccine is,2021-05-14T16:02:27Z
795,When in doubt ALWAYS remember this .... POPULATION CONTROL . What do you think they will be to your ?,2021-05-14T15:26:42Z
796,SHOCK SHOCK DEADLY SIDE EFFECTS OF VACCINE REVEALED :// . be /,2021-05-14T02:44:25Z
797,I ' m 12 and got it today ! I got the Visor first dose and will get the next one in 3 !,2021-05-14T01:57:15Z
798,"been a “ habitual offender ,” persistently engaging in illegal and corrupt marketing , and adverse trial . Since 2002 the company and its have been assessed $ 3 billion in criminal , civil and jury . also , the world ' s company , been hit with the biggest criminal fine in US history as part of a $ 2 . 3bn settlement with federal for and for paying to compliant .",2021-05-13T19:42:16Z
799,Be alert next wave is closer . as per scientist virus is making very day by day how Virus is growing up within a one year from virus born virus shake and blast world system . when virus will 2 year old 3 year old 4 .. 5 .. 6 .. 10 year old how Virus will so I request all world break the chain otherwise future is very worst . even virus creator China will not control Virus is and out of control day by day to making itself most poisonous . stay safe .,2021-05-13T16:12:55Z
800,Love to from . We stand with you in this crisis .,2021-05-13T15:30:05Z
801,"with is a crime against , let the begin .",2021-05-13T11:53:10Z
802,Donate for U . S . Foundation : VISA : 4890 4947 5825 7497 : 1GyKrB1m7586Wy4kqjhG7ZEAhBa5jUyuY6 : 0x2455e0f68d2c8de2d8f89ffcf578248e82658eb0 : : qz7acyxuhj7l3pqvxc972gd9e2z8dd2fhqzzfcvy8v : LhojfiPg8jmDgt9DqBM6UE9pzURea1TM7p : 8AP6f3V29i696QBhrPAtBY8QuKadaV4s1cemjN5GA48dht7qNGX69s1hHtnu2jFTwJPqp3ZiQ3R8g9ktc3y6sXacFbCtD16 : rEb8TK3gBgk5auZkwc6sHnwrGVJH8DuaLh Tag : 104111617 : t1YBmWtvED5cGbxR3FvRkDFAU6uT5RehjvF,2021-05-13T06:38:22Z
803,are serial . Y ' all crazy .,2021-05-13T05:32:14Z
804,"At the moment , avoid or anything from . they may contain the covid .",2021-05-13T03:42:27Z
805,Socialism is democracy in the work place,2021-05-13T03:16:54Z
806,“ How about no ?” - . Evil,2021-05-13T02:25:44Z
807,TRUMP !!!!!,2021-05-13T02:21:18Z
808,IMPEACH THIS GUY IT ' S CLEAR NOT RUNNING ANYTHING,2021-05-13T02:20:32Z
809,It is surprising how many people would take a vaccine without knowing long - term side effects for a - brand flu .,2021-05-13T02:17:25Z
810,I guess he was able to read the script and his ' t have to pull him away from the microphone .,2021-05-13T01:57:55Z
811,"for anyone who had the vaccine I recommend to try to put a small magnet where they have the serum , once this is done if it sticks it that there are metal ( ). to be done within 15 days of vaccination , even the day after vaccination",2021-05-13T01:20:57Z
812,* Authorized for EMERGENCY use only,2021-05-13T00:28:47Z
813,🤪💤,2021-05-12T23:40:18Z
814,"It ' s so nice to be able to have confidence that when the President of the United , it ' s not something he just made up or whispered in his ear by .",2021-05-12T23:30:31Z
815,"The covid19 vaccine plan is based on "" Monkey see monkey do "" analogy .",2021-05-12T23:20:30Z
816,"By June , Joe will introduce a pilot program to vaccinate _in utero_ so that will be born immune to COVID . By the end of summer , there will be a new technology to vaccinate and , so full vaccination will occur at conception . Wow , the of science !!!!!",2021-05-12T23:14:49Z
817,"Problem is China , Russia , N , do not have any respect for . This is causing , Gas , higher food , higher gasoline . Its out of control .",2021-05-12T23:09:20Z
818,You can see Sleepy Joe ' s struggling to read his . What a joke . Nobody to take that vaccine so they have to try and push it into the .,2021-05-12T23:02:32Z
819,! fur yor !!,2021-05-12T22:53:24Z
820,No such thing as safe and effective . :// . . / / 18 - reason - i - won - t - be - getting - a - covid - vaccine ? __twitter_impression = true & s = 01,2021-05-12T22:52:14Z
821,Sheepy sleepy 💤,2021-05-12T22:36:11Z
822,I ' m deeply grateful to be fully with the vaccine . A booster now and then is no problem .,2021-05-12T22:35:50Z
823,"The deep rooted problem in is lifetime and . They keep gaining more and more power , and give less and less to those who for them , feeling above everything . We must stop this practice immediately ! We must continue to vote for people with conservative . It ’ s literally the only way to turn the country around . Stop and liberal . Instead elect regular people from all of life , police , former military , grocery store , who are going to represent the working men and of our country . So next time you feel by made that go against everything you believe in , remember there is a solution . Thank you . Border crisis",2021-05-12T22:28:01Z
824,China deposit your money .,2021-05-12T22:21:29Z
825,' s vaccine by talking like that now,2021-05-12T22:20:42Z
826,"Nice video !! Very engaging from beginning to end . Nevertheless , and investment are easiest way to make money irrespective of which party it to the oval office .",2021-05-12T22:20:23Z
827,"If my were still young , I would never allow them to receive this poisonous . There is absolutely no data on long term side effects for anyone taking this .",2021-05-12T22:18:24Z
828,Free ✊✊✊✊ the right to defend itself,2021-05-12T22:12:02Z
829,"What ' t Dementia Joe screwing up ?? Hairy , that , that , that , that , that",2021-05-12T22:10:50Z
830,"Too many people don ' t trust the vaccine to reach herd immunity , sad",2021-05-12T22:09:22Z
831,let ' s see his grand and take it,2021-05-12T22:05:49Z
832,"* Gee , it ' s too bad ' t push the out to all in such a short time , huh ?*",2021-05-12T21:56:57Z
833,"* Thank you , President .* * Non - Deplorable ( decent ) know that you are trying to clean up ' s enormous .*",2021-05-12T21:55:16Z
834,Bear independent for president,2021-05-12T21:52:51Z
835,"Money , money . . Blah .. blah",2021-05-12T21:52:32Z
836,Blah blah lie lie blah blah blah . Money money,2021-05-12T21:51:34Z
837,Covid,2021-05-12T21:45:05Z
838,"Over half of the of COVID - 19 are simply “ presumptive ”, not actual ..",2021-05-12T21:44:56Z
839,Covid,2021-05-12T21:44:27Z
840,More like a “ fight against population growth .”,2021-05-12T21:43:40Z
841,the young ..... History itself . How FOOLISH can an leader be ? 😣,2021-05-12T21:42:07Z
842,"watch 3 from "" bill ' s ... are we headed for - gate """,2021-05-12T21:41:12Z
843,They are coming for everyone,2021-05-12T21:37:22Z
844,"Why don ' t talk Middle East , southern border , hate crime and gas ? Covid - 19 are to former president Trump man !",2021-05-12T21:36:46Z
845,Not for . NO,2021-05-12T21:34:14Z
846,These are ! The vaccine never been . It is for emergency use only !,2021-05-12T21:54:29Z
847,"“ Thank you , Gong Master , for saving my family !” a man in said to . , a Gong practitioner , who had his family to offer help during the epidemic . . , a New York resident , Gong in 2008 , nine after the Communist Party ( ) persecuting Gong , also known as . She soon her and in China to tell them that Gong was nothing like what was being by the ’ s hate propaganda . One of her , . , who in , quit the without any hesitation . When the two in 2020 amid the epidemic , . ' s husband also quit the and from the . Below is the story told by . . “ I Regret I ’ t Quit the !” I my friend . in around 2008 . She was very happy to hear from me . I told her about the ’ s persecution of Gong . “ Please help me quit the Communist Youth League , my real name , so I will no longer have anything to do with the ,” she said to me joyfully . “ I know you are kind to me . I trust my best friend !” I felt very happy for her . I also to her husband and if he would like to quit the . He said he ’ t like the and was disgusted by it , but he ’ t want to quit . When I the news about the outbreak in this year , I immediately my friend to see if they were alright . My friend wept on the other end of the line , “ My husband is infected with the horrible virus . There are so many , and we cannot get him a hospital bed . He to quarantine at home . His condition is getting worse …” “ Calm down and listen to me ,” I said to her , “ It ' s my fault that I ' t explain to your husband clearly enough about the importance of the back in 2008 . If I had him quit the then , he probably would not have been in such a situation today . May I speak with him ?” When her husband got on the phone , I to him in detail why people need to quit the and its . I also the ancient view of karmic between mankind ’ s wrongdoing and , as well as of people from the infection after breaking with the . He said , “ Thank you ! I really regret that I ' t listen to you . Could you please help me quit the now with my real name ? Do I still have time to do this ? I feel deep regret …” He spoke with a weak , but resolute , voice . He then broke down and cried . I that I would help him quit the . His 14 - year - old daughter also me to help her quit the Young her real name .",2021-05-12T21:31:13Z
848,Who is the pretty doctor on the thumbnail ?,2021-05-12T22:34:02Z
849,Not my .,2021-05-12T21:23:33Z
850,pushing giving experimental gene therapy . Bring back the ability to sue and I guarantee they ' d their .,2021-05-12T21:19:39Z
851,"Yahoo the Market crash , gas shortage and Middle East conflict .. imagine if it were happening under Trump ?",2021-05-12T21:12:32Z
852,!!! .,2021-05-12T21:11:05Z
853,I bet are run to their local pharmacy to get these for their . How exciting ..,2021-05-12T21:08:46Z
854,"Everyone with the , Covid19 , genocide vaccine needs to be tried & executed for against .",2021-05-17T12:47:39Z
855,Can ' t you give it time to see what to the for a while since they don ' t seem to be very by this but could be by the vaccine ?,2021-05-13T01:33:49Z
856,"No ? Just like no about the people with extreme until it going public ? No thanks , my WILL NOT take that vaccine period !",2021-05-13T00:14:37Z
857,Do you think COVID vaccine 💉 is safe for at this point ? 🤔,2021-05-12T16:28:41Z
858,"2 : 47 C . H . A . N . C . E T . O W . I . N I . P . H . O . N . E 💓 CLICK HERE : . be / 49mwt6s95aY !💖🖤❤️ ！ 、 ！ １万人を超える人が見ていたもん （ ） ！ まさかのカメラ切り忘れでやら1かしたのもドキドキでした ,. 💖🖤 ， ， ， ， ， ， `' 。 ， ， ， 。. ， 。 ， 。 ， ， ， ， （ ， 來調味g食物煮的時候1 &!/ 1620881155",2021-05-13T04:45:59Z
859,"Yes , give experimental that they don ' t even need . I am sure someone is making a huge profit from this .",2021-05-13T01:20:46Z
860,"like the flu shot and covid shot make people experience in order for the immune system to develop the necessary stuff to fight those off . It ' s not going to give you brain damage , cancer , or change your . You ' re just getting a bit sick to be able to fight the sickness off . Young people can still get Covid , so if you don ' t want getting the vaccine , fine . But those who do get it ' t some test who ' s brains are rotting or something . If anything , the shot is helping . Almost my whole family got it , and we ' re all fine . Don ' t believe every little anti - vaccine thing that you see , like .. i saw someone in this comment section say that stick to the area where you got the shot and I ' m just like .. no , they don ' t . I can ' t believe how many people are actually feeling bad for these as if they ' re going to die from a government scheme or something ; . It ' s just a shot for your immune system . Getting the vaccine is obviously a choice to think about , but it ' s not some life - , illegal choice . Just do what you want . Please don ' t argue ; just try to understand that the vaccine ' t necessarily bad , and if you can ' t , then you could ignore me .",2021-05-18T22:53:22Z
861,"Anyone with the , Covid19 , genocide vaccine needs to be tried & executed for against .",2021-05-17T13:04:32Z
862,I swear these are more afraid of needles then the vaccine if you the whole,2021-05-17T03:12:58Z
863,This is worse than,2021-05-16T18:08:14Z
864,"This is great news , can ’ t wait to get my vaccine 💉 😏",2021-05-14T09:42:00Z
865,SHOCK SHOCK DEADLY SIDE EFFECTS OF VACCINE REVEALED :// . be /,2021-05-14T02:46:41Z
866,The elite of the world who prey on this vaccine so please forgive me if this video is EXTRA disturbing knowing that .,2021-05-13T22:37:52Z
867,for propaganda Fear all day long ....😵,2021-05-13T09:22:07Z
868,"been a “ habitual offender ,” persistently engaging in illegal and corrupt marketing , and adverse trial . Since 2002 the company and its have been assessed $ 3 billion in criminal , civil and jury .",2021-05-13T02:26:06Z
869,"Poor , are getting to push vaccine propaganda . Maybe they are too",2021-05-12T22:37:34Z
870,"Covid is less dangerous to than the flu and they ' re so excited for this , , propaganda .",2021-05-12T22:02:41Z
871,"Have a spare $ 1 ? 🙏 Savin ' to get a ( ). No outside due to constant ( unlike other ). 😷 Sorry for this . 😳 I ' m not a bad person , just a desperate breadwinner . Lost so much since 2020 . Off - topic , I know . 😧 I hope you understand the desperation . I know some people need more help than me and my family but I do hope that does not invalidate my cry for help . 😢 are getting worse here . We don ' t have stimulus or anything like . So I ' m just really doing whatever I can to put food on the table . We may not be by the virus but the situation is surely slowly killing us . 😔 Peace be with you . ❤ GOD bless . 🙏 And to anyone who ' s also struggling , let ' s hold on tight . All will soon be well . 🌈🌈🌈🌎🙏🙏🙏❤❤",2021-05-12T20:11:38Z
872,These are than those anti covid,2021-05-12T20:06:39Z
873,Wow are inspiring ! Sending love from 🇮🇪,2021-05-12T19:36:14Z
874,"This is dumb , will be harder to convince because they are even more afraid of needles than most people . At least with it ' s mostly a fear of the government or big . Definitely get the jab , but don ' t pretend like are super excited about this news .",2021-05-12T19:31:14Z
875,What ' s up with that music ???... it put some people in a ... And them believe this was actually a positive good news report .....,2021-05-12T19:07:27Z
876,"The in this comment section are . Everyone who cause autism , had the themselves .",2021-05-12T18:23:40Z
877,They have no what is to get a to temper with your and,2021-05-12T18:01:52Z
878,Those are the that were made in,2021-05-12T17:24:05Z
879,"They present the vaccine as if you ' never get covid in your life or sick . Stay clean , 6 and up safe",2021-05-12T17:00:57Z
880,I feel bad for these 😪,2021-05-12T16:49:34Z
881,WHAT TO THE FLU ?,2021-05-12T16:27:23Z
882,"Yes until they release a few new this fall , that we have zero immunity to , and or swine fever , .",2021-05-12T16:16:36Z
883,Got my 2nd jab yesterday . like a mosquito bite when the needle goes in . I no ill effects from the 1st jab . The worst part was the walking dead of where I got the .,2021-05-12T16:02:25Z
884,Wake up . The jab is scam . The is a plan to cut down the population and creat a police state,2021-05-12T15:53:48Z
885,I ’ take a vaccine as soon as a couple go by and see how many of you mutate or whatever,2021-05-12T15:53:34Z
886,Sad how the youth is . Fear is a mother ...,2021-05-12T15:53:21Z
887,Funny we ’ t going to talk about the flu ( which Covid ) in 2020 when “ covid ” up ?,2021-05-12T15:52:26Z
888,These poor,2021-05-12T15:51:58Z
889,14 days to stop the spike turned into weapon and not logic to force experimental .... how many people can stick a magnet to their injection arm,2021-05-12T15:50:47Z
890,Propaganda !!!!!!!,2021-05-12T15:32:26Z
891,"I am so of how parent ' s have taught their to question everything and don ' t be a ! Do what you believe is right , always !",2021-05-12T15:28:02Z
892,Please no 😣,2021-05-12T15:07:21Z
893,sheep to the slaughter 🤦🤦🤦🤦🤦🤦,2021-05-12T14:51:40Z
894,"you ' re getting sleepy .... .... ,",2021-05-12T14:50:25Z
895,Go ahead and let them be the test for us . It won ’ t be me or my !,2021-05-12T14:41:41Z
896,They need to fear more than needles,2021-05-12T14:40:59Z
897,70s Swine Flu maimed 100s of,2021-05-12T14:39:30Z
898,I hope the long term effects are infertility so that this generation who volunteer to be lab do not have the chance to reproduce .,2021-05-12T14:38:58Z
899,This is just wrong on so many,2021-05-12T14:35:15Z
900,Little men,2021-05-12T14:29:15Z
901,all the,2021-05-12T14:28:47Z
902,"Why vaccinate , if they have low health the virus ? Full high risk should be the main focus of the vaccination .",2021-05-12T14:20:27Z
903,are than Trump .,2021-05-12T14:18:51Z
